kp_id,title,type,url,description,difficulty,source
kp_2017,辨音与听力笔记学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 辨音与听力笔记相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2018,情景对话听力学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 情景对话听力相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2019,学术讲座与新闻听力学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 学术讲座与新闻听力相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2020,发音规则与语调学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 发音规则与语调相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2021,日常口语场景学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 日常口语场景相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2022,学术讨论与陈述学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 学术讨论与陈述相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2023,略读与寻读学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 略读与寻读相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2024,长难句语法分析学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 长难句语法分析相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2025,推理判断与主旨归纳学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 推理判断与主旨归纳相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2026,英译汉策略学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 英译汉策略相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2027,汉译英策略学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 汉译英策略相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2028,翻译中的文化转换与增删学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 翻译中的文化转换与增删相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2029,段落结构与主题句学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 段落结构与主题句相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2030,议论文写作学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 议论文写作相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2031,应用文与图表作文学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 应用文与图表作文相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2032,英国文学名家与流派学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 英国文学名家与流派相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2033,美国文学名家与流派学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 美国文学名家与流派相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_2034,跨文化交际与语用差异学习资源,course,https://www.chinaooc.com.cn/course/6504db51374ed23bd7560392,大学英语 - 跨文化交际与语用差异相关学习视频/课程,2,国家智慧教育平台-大学英语
kp_7001,操作系统概述学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=2,操作系统 - 操作系统概述相关学习视频/课程,3,B站-王道考研操作系统
kp_7002,进程与线程管理学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=10,操作系统 - 进程与线程管理相关学习视频/课程,3,B站-王道考研操作系统
kp_7003,CPU调度学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=22,操作系统 - CPU调度相关学习视频/课程,3,B站-王道考研操作系统
kp_7004,同步与并发控制学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=34,操作系统 - 同步与并发控制相关学习视频/课程,3,B站-王道考研操作系统
kp_7005,死锁学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=50,操作系统 - 死锁相关学习视频/课程,3,B站-王道考研操作系统
kp_7006,内存管理基础学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=58,操作系统 - 内存管理基础相关学习视频/课程,3,B站-王道考研操作系统
kp_7007,虚拟内存管理学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=72,操作系统 - 虚拟内存管理相关学习视频/课程,3,B站-王道考研操作系统
kp_7008,文件管理学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=82,操作系统 - 文件管理相关学习视频/课程,3,B站-王道考研操作系统
kp_7009,输入输出（I/O）管理学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=97,操作系统 - 输入输出（I/O）管理相关学习视频/课程,3,B站-王道考研操作系统
kp_7010,操作系统的目标、发展与分类学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=2,操作系统 - 操作系统的目标、发展与分类相关学习视频/课程,3,B站-王道考研操作系统
kp_7011,中断、异常与系统调用学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=5,操作系统 - 中断、异常与系统调用相关学习视频/课程,3,B站-王道考研操作系统
kp_7012,操作系统的启动流程（引导）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=7,操作系统 - 操作系统的启动流程（引导）相关学习视频/课程,3,B站-王道考研操作系统
kp_7013,进程控制块（PCB）与进程生命周期学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=10,操作系统 - 进程控制块（PCB）与进程生命周期相关学习视频/课程,3,B站-王道考研操作系统
kp_7014,进程上下文切换过程学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=13,操作系统 - 进程上下文切换过程相关学习视频/课程,3,B站-王道考研操作系统
kp_7015,用户级线程与内核级线程模型学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=15,操作系统 - 用户级线程与内核级线程模型相关学习视频/课程,3,B站-王道考研操作系统
kp_7016,多线程模型（一对一、多对一、多对多）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=17,操作系统 - 多线程模型（一对一、多对一、多对多）相关学习视频/课程,3,B站-王道考研操作系统
kp_7017,调度性能指标（周转、等待、响应、吞吐量）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=22,操作系统 - 调度性能指标（周转、等待、响应、吞吐量）相关学习视频/课程,3,B站-王道考研操作系统
kp_7018,先来先服务（FCFS）与短作业优先（SJF）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=24,操作系统 - 先来先服务（FCFS）与短作业优先（SJF）相关学习视频/课程,3,B站-王道考研操作系统
kp_7019,轮转法（RR）与高响应比优先（HRRN）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=26,操作系统 - 轮转法（RR）与高响应比优先（HRRN）相关学习视频/课程,3,B站-王道考研操作系统
kp_7020,优先级调度与多级反馈队列（MLFQ）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=28,操作系统 - 优先级调度与多级反馈队列（MLFQ）相关学习视频/课程,3,B站-王道考研操作系统
kp_7021,临界区与同步互斥基本原则（忙则等待、有限等待等）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=34,操作系统 - 临界区与同步互斥基本原则（忙则等待、有限等待等）相关学习视频/课程,3,B站-王道考研操作系统
kp_7022,信号量机制（整型、记录型信号量）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=37,操作系统 - 信号量机制（整型、记录型信号量）相关学习视频/课程,3,B站-王道考研操作系统
kp_7023,管程（Monitor）与条件变量学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=41,操作系统 - 管程（Monitor）与条件变量相关学习视频/课程,3,B站-王道考研操作系统
kp_7024,经典同步问题（生产者-消费者、读者-写者、哲学家进餐）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=43,操作系统 - 经典同步问题（生产者-消费者、读者-写者、哲学家进餐）相关学习视频/课程,3,B站-王道考研操作系统
kp_7025,死锁的四个必要条件（互斥、占有等待、非抢占、循环等待）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=50,操作系统 - 死锁的四个必要条件（互斥、占有等待、非抢占、循环等待）相关学习视频/课程,3,B站-王道考研操作系统
kp_7026,死锁预防与死锁避免（银行家算法）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=52,操作系统 - 死锁预防与死锁避免（银行家算法）相关学习视频/课程,3,B站-王道考研操作系统
kp_7027,死锁检测与死锁恢复学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=55,操作系统 - 死锁检测与死锁恢复相关学习视频/课程,3,B站-王道考研操作系统
kp_7028,地址绑定与逻辑/物理地址转换机制（MMU）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=58,操作系统 - 地址绑定与逻辑/物理地址转换机制（MMU）相关学习视频/课程,3,B站-王道考研操作系统
kp_7029,连续分配存储方式与动态分区分配算法（首次/最佳/最差适应）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=60,操作系统 - 连续分配存储方式与动态分区分配算法（首次/最佳/最差适应）相关学习视频/课程,3,B站-王道考研操作系统
kp_7030,分页存储管理（页表、页表项、TLB快表）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=63,操作系统 - 分页存储管理（页表、页表项、TLB快表）相关学习视频/课程,3,B站-王道考研操作系统
kp_7031,分段存储管理与段页式结合存储学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=67,操作系统 - 分段存储管理与段页式结合存储相关学习视频/课程,3,B站-王道考研操作系统
kp_7032,虚拟内存与请求分页技术学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=72,操作系统 - 虚拟内存与请求分页技术相关学习视频/课程,3,B站-王道考研操作系统
kp_7033,页面置换算法（FIFO、OPT最优、LRU、Clock/二次机会）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=74,操作系统 - 页面置换算法（FIFO、OPT最优、LRU、Clock/二次机会）相关学习视频/课程,3,B站-王道考研操作系统
kp_7034,工作集模型与系统颠簸（抖动）的防治学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=78,操作系统 - 工作集模型与系统颠簸（抖动）的防治相关学习视频/课程,3,B站-王道考研操作系统
kp_7035,文件的逻辑结构（流式文件、记录式文件）与访问方法学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=82,操作系统 - 文件的逻辑结构（流式文件、记录式文件）与访问方法相关学习视频/课程,3,B站-王道考研操作系统
kp_7036,目录结构（单级、两级、树形、无环图）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=84,操作系统 - 目录结构（单级、两级、树形、无环图）相关学习视频/课程,3,B站-王道考研操作系统
kp_7037,磁盘空间分配方法（连续分配、链接分配、索引分配）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=86,操作系统 - 磁盘空间分配方法（连续分配、链接分配、索引分配）相关学习视频/课程,3,B站-王道考研操作系统
kp_7038,空闲空间管理（位图、空闲链表、成组链接法）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=89,操作系统 - 空闲空间管理（位图、空闲链表、成组链接法）相关学习视频/课程,3,B站-王道考研操作系统
kp_7039,磁盘结构、寻道时间与磁盘调度算法（SSTF、SCAN、C-SCAN）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=91,操作系统 - 磁盘结构、寻道时间与磁盘调度算法（SSTF、SCAN、C-SCAN）相关学习视频/课程,3,B站-王道考研操作系统
kp_7040,I/O硬件体系（轮询、中断驱动、DMA直接内存访问）学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=97,操作系统 - I/O硬件体系（轮询、中断驱动、DMA直接内存访问）相关学习视频/课程,3,B站-王道考研操作系统
kp_7041,设备驱动程序与内核I/O子系统学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=100,操作系统 - 设备驱动程序与内核I/O子系统相关学习视频/课程,3,B站-王道考研操作系统
kp_7042,缓冲、高速缓存与假脱机（Spooling）技术学习资源,video,https://www.bilibili.com/video/BV1YE411D7nH?p=102,操作系统 - 缓冲、高速缓存与假脱机（Spooling）技术相关学习视频/课程,3,B站-王道考研操作系统
kp_9001,绪论学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 绪论相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9002,关系数据库学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系数据库相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9003,关系数据库标准语言SQL学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系数据库标准语言SQL相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9004,数据库安全性学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库安全性相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9005,数据库完整性学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库完整性相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9006,关系数据理论（规范化）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系数据理论（规范化）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9007,数据库设计（ER模型）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库设计（ER模型）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9008,数据库编程（存储过程与触发器）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库编程（存储过程与触发器）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9009,关系查询处理与优化学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系查询处理与优化相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9010,事务与并发控制学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 事务与并发控制相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9011,数据库恢复技术学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库恢复技术相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9012,分布式数据库与NoSQL学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 分布式数据库与NoSQL相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9013,数据库基本概念（DB/DBS/DBMS）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库基本概念（DB/DBS/DBMS）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9014,数据模型三要素（数据结构/操作/完整性约束）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据模型三要素（数据结构/操作/完整性约束）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9015,三级模式结构（外/概念/内模式）与两级映像（外模式/模式映像、模式/内模式映像）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 三级模式结构（外/概念/内模式）与两级映像（外模式/模式映像、模式/内模式映像）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9016,关系数据结构（关系/元组/属性/码/域）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系数据结构（关系/元组/属性/码/域）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9017,关系操作（选择σ、投影π、连接⋈、除÷）与关系代数学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系操作（选择σ、投影π、连接⋈、除÷）与关系代数相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9018,关系完整性约束（实体完整性、参照完整性、用户定义完整性）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 关系完整性约束（实体完整性、参照完整性、用户定义完整性）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9019,SQL语言分类（DDL数据定义/DML数据操纵/DCL数据控制）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - SQL语言分类（DDL数据定义/DML数据操纵/DCL数据控制）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9020,DDL语句（CREATE/ALTER/DROP）与数据库/表/索引的创建与删除学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - DDL语句（CREATE/ALTER/DROP）与数据库/表/索引的创建与删除相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9021,DML语句（SELECT查询/INSERT插入/UPDATE更新/DELETE删除）与多表连接查询学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - DML语句（SELECT查询/INSERT插入/UPDATE更新/DELETE删除）与多表连接查询相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9022,嵌套子查询（IN/EXISTS/ANY/ALL）与集合运算（UNION/INTERSECT/EXCEPT）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 嵌套子查询（IN/EXISTS/ANY/ALL）与集合运算（UNION/INTERSECT/EXCEPT）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9023,视图（View）的定义与使用及其更新限制学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 视图（View）的定义与使用及其更新限制相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9024,数据库安全性控制（用户标识、自主存取控制DAC、强制存取控制MAC）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库安全性控制（用户标识、自主存取控制DAC、强制存取控制MAC）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9025,授权与收权（GRANT/REVOKE）及角色（Role）管理学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 授权与收权（GRANT/REVOKE）及角色（Role）管理相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9026,视图机制与审计（Audit）在安全中的应用学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 视图机制与审计（Audit）在安全中的应用相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9027,实体完整性定义与违约处理（主码与PRIMARY KEY）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 实体完整性定义与违约处理（主码与PRIMARY KEY）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9028,参照完整性定义与违约处理（FOREIGN KEY与级联操作）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 参照完整性定义与违约处理（FOREIGN KEY与级联操作）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9029,用户定义完整性（CHECK约束/默认值/非空约束）与命名完整性约束学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 用户定义完整性（CHECK约束/默认值/非空约束）与命名完整性约束相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9030,函数依赖（完全/部分/传递函数依赖）与数据冗余问题学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 函数依赖（完全/部分/传递函数依赖）与数据冗余问题相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9031,范式理论（1NF/2NF/3NF/BCNF/4NF）与分解算法（无损连接性与保持函数依赖）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 范式理论（1NF/2NF/3NF/BCNF/4NF）与分解算法（无损连接性与保持函数依赖）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9032,数据库设计六阶段（需求分析/概念设计/逻辑设计/物理设计/实施/运行维护）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库设计六阶段（需求分析/概念设计/逻辑设计/物理设计/实施/运行维护）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9033,ER模型（实体/属性/联系）与ER图向关系模式的转换规则学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - ER模型（实体/属性/联系）与ER图向关系模式的转换规则相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9034,存储过程（Stored Procedure）的创建与调用学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 存储过程（Stored Procedure）的创建与调用相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9035,触发器（Trigger）的工作原理、事件驱动机制与行级/语句级触发学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 触发器（Trigger）的工作原理、事件驱动机制与行级/语句级触发相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9036,游标（Cursor）的使用场景与操作步骤学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 游标（Cursor）的使用场景与操作步骤相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9037,查询代价估算与选择/投影/连接操作的实现算法（全表扫描/索引扫描）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 查询代价估算与选择/投影/连接操作的实现算法（全表扫描/索引扫描）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9038,连接操作实现算法（嵌套循环连接、排序归并连接、哈希连接）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 连接操作实现算法（嵌套循环连接、排序归并连接、哈希连接）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9039,查询树优化（关系代数等价变换规则与选择下推/投影尽早执行）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 查询树优化（关系代数等价变换规则与选择下推/投影尽早执行）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9040,事务的ACID特性（原子性/一致性/隔离性/持久性）与事务状态学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 事务的ACID特性（原子性/一致性/隔离性/持久性）与事务状态相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9041,并发操作带来的数据不一致问题（丢失修改、脏读、不可重复读、幻读）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 并发操作带来的数据不一致问题（丢失修改、脏读、不可重复读、幻读）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9042,封锁机制（排它锁X/共享锁S）与三级封锁协议学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 封锁机制（排它锁X/共享锁S）与三级封锁协议相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9043,两段锁协议（2PL）与死锁产生、预防及检测/解除（超时等待/图论检测）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 两段锁协议（2PL）与死锁产生、预防及检测/解除（超时等待/图论检测）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9044,事务隔离级别（READ UNCOMMITTED/READ COMMITTED/REPEATABLE READ/SERIALIZABLE）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 事务隔离级别（READ UNCOMMITTED/READ COMMITTED/REPEATABLE READ/SERIALIZABLE）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9045,数据库故障类型（事务内部故障/系统故障/介质故障）及恢复原理学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 数据库故障类型（事务内部故障/系统故障/介质故障）及恢复原理相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9046,基于日志（Log）的恢复机制（UNDO与REDO操作）及其实现策略学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 基于日志（Log）的恢复机制（UNDO与REDO操作）及其实现策略相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9047,检查点（Checkpoint）技术与动态/静态恢复策略学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 检查点（Checkpoint）技术与动态/静态恢复策略相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9048,分布式数据库体系结构（分片透明、位置透明、局部数据模型透明）与数据分片（水平/垂直/混合）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 分布式数据库体系结构（分片透明、位置透明、局部数据模型透明）与数据分片（水平/垂直/混合）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9049,分布式事务与两阶段提交协议（2PC/3PC）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - 分布式事务与两阶段提交协议（2PC/3PC）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_9050,CAP理论（一致性/可用性/分区容错性）与NoSQL四大类型（键值/文档/列族/图数据库）学习资源,course,https://www.icourse163.org/course/RUC-488001,数据库原理 - CAP理论（一致性/可用性/分区容错性）与NoSQL四大类型（键值/文档/列族/图数据库）相关学习视频/课程,3,中国大学MOOC-人大数据库系统概论
kp_3001,绪论学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=2,数据结构 - 绪论相关学习视频/课程,3,B站-王道考研数据结构
kp_3002,线性表学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=10,数据结构 - 线性表相关学习视频/课程,3,B站-王道考研数据结构
